Marianen	Mariaan	NOU(comm,pl)	NOU
Marokkanen	Marokkaan	NOU(comm,pl)	NOU
Marshalleilanders	Marshalleilander	NOU(comm,pl)	NOU
Martinikanen	Martinikaan	NOU(comm,pl)	NOU
Mauritaniers	Mauritaniër	NOU(comm,pl)	NOU
Mauritaniërs	Mauritaniër	NOU(comm,pl)	NOU
Mauritianen	Mauritiaan	NOU(comm,pl)	NOU
Maya's	maya	NOU(comm,pl)	NOU
Mayasteden	mayastad	NOU(comm,pl)	NOU
Mexicanen	Mexicaan	NOU(comm,pl)	NOU
Micronesiers	Micronesiër	NOU(comm,pl)	NOU
Micronesiërs	Micronesiër	NOU(comm,pl)	NOU
Midasoren	Midasoren	NOU(comm,pl)	NOU
Middelburgers	Middelburger	NOU(comm,pl)	NOU
Middeleeuwen	Middeleeuwen	NOU(comm,pl)	NOU
Middellandse-Zeelanden	Middellandse-Zeeland	NOU(comm,pl)	NOU
Migs	Mig	NOU(comm,pl)	NOU
Mohikanen	mohikaan	NOU(comm,pl)	NOU
Mokumers	Mokumer	NOU(comm,pl)	NOU
Moldaviers	Moldaviër	NOU(comm,pl)	NOU
Moldaviërs	Moldaviër	NOU(comm,pl)	NOU
Molukkers	Molukker	NOU(comm,pl)	NOU
Monegasken	Monegask	NOU(comm,pl)	NOU
Mongolen	Mongool	NOU(comm,pl)	NOU
Mongoliers	Mongoliër	NOU(comm,pl)	NOU
Mongoliërs	Mongoliër	NOU(comm,pl)	NOU
Montserratanen	Montserrataan	NOU(comm,pl)	NOU
Moren	moor	NOU(comm,pl)	NOU
Morianen	Moriaan	NOU(comm,pl)	NOU
Morinnen	Morin	NOU(comm,pl)	NOU
Mozambikanen	Mozambikaan	NOU(comm,pl)	NOU
Myanmarezen	Myanmarees	NOU(comm,pl)	NOU
NAVO-ambassadeurs	NAVO-ambassadeur	NOU(comm,pl)	NOU
NAVO-bases	NAVO-basis	NOU(comm,pl)	NOU
NAVO-bondgenoten	NAVO-bondgenoot	NOU(comm,pl)	NOU
NAVO-eenheden	NAVO-eenheid	NOU(comm,pl)	NOU
NAVO-gevechtsvliegtuigen	NAVO-gevechtsvliegtuig	NOU(comm,pl)	NOU
NAVO-kringen	NAVO-kringen	NOU(comm,pl)	NOU
NAVO-landen	NAVO-land	NOU(comm,pl)	NOU
NAVO-leden	NAVO-lid	NOU(comm,pl)	NOU
NAVO-lidstaten	NAVO-lidstaat	NOU(comm,pl)	NOU
NAVO-militairen	NAVO-militair	NOU(comm,pl)	NOU
NAVO-ministers	NAVO-ministers	NOU(comm,pl)	NOU
NAVO-partners	NAVO-partner	NOU(comm,pl)	NOU
NAVO-plannen	NAVO-plan	NOU(comm,pl)	NOU
NAVO-schepen	NAVO-schepen	NOU(comm,pl)	NOU
NAVO-strijdkrachten	NAVO-strijdkrachten	NOU(comm,pl)	NOU
NAVO-troepen	NAVO-troepen	NOU(comm,pl)	NOU
